iter	RMSE
141	0.9647163188
142	0.9610587013
143	0.9585307232
144	0.9554158044
145	0.9487657561
146	0.9444429536
147	0.9417719016
148	0.9386485856
149	0.9304993859
150	0.9277415739
151	0.9238858492
152	0.9166544585
153	0.9138843852
154	0.9110037603
155	0.909106053
156	0.9051388297
157	0.8996604973
158	0.895454621
159	0.8911291767
160	0.8875143379
161	0.8853076752
162	0.8827673733
163	0.8789027661
164	0.8748947339
165	0.8712516389
166	0.8700014636
167	0.8686123616
168	0.8638710241
169	0.8621230789
170	0.85781352
171	0.8560951034
172	0.8530723112
173	0.851191638
174	0.8484865585
175	0.8455275713
176	0.8432715755
177	0.8421314143
178	0.8401148486
179	0.8362986458
180	0.8326203224
181	0.8300868841
182	0.8276224926
183	0.8258540591
184	0.8215551493
185	0.8191289845
186	0.8181181508
187	0.817113968
188	0.8137528961
189	0.8114297413
190	0.8091536001
191	0.8080640435
192	0.8043127372
193	0.8010131543
194	0.8007304541
195	0.7997837581
196	0.7989056773
197	0.7958081144
198	0.7937606364
199	0.7905408334
200	0.7890755344
201	0.7858729121
202	0.7834922652
203	0.7812445488
204	0.7789205464
205	0.7784784277
206	0.7775415453
207	0.7740673351
208	0.7722446312
209	0.7695410224
210	0.7681560347
211	0.7660361486
212	0.7644224313
213	0.7625901252
214	0.7607775698
215	0.7592228755
216	0.7565810366
217	0.7560682446
218	0.7557227366
219	0.7549396094
220	0.7542929418
221	0.7535505389
222	0.7522130077
223	0.7506917496
224	0.7481644805
225	0.7476253214
226	0.7464923304
227	0.7451997045
228	0.7434705026
229	0.7418911581
230	0.7395004842
231	0.7390493769
232	0.738537767
233	0.7357048391
234	0.7343384585
235	0.7338692719
236	0.7325715588
237	0.7323019718
238	0.7316183047
239	0.7303390404
240	0.7300483793
241	0.7288338224
242	0.7282742064
243	0.7281258079
244	0.7280017992
245	0.7265891454
246	0.724794442
247	0.7243676359
248	0.7240185179
249	0.7225501199
250	0.7216647196
251	0.7196874505
252	0.7179602504
253	0.716165004
254	0.7151686822
255	0.7132602507
256	0.7119854936
257	0.7110657054
258	0.7101600215
259	0.7089558582
260	0.7078682783
261	0.706739494
262	0.7062979876
263	0.7051544831
264	0.704210831
265	0.7028866799
266	0.7028682523
267	0.7016469845
268	0.7004561381
269	0.6997211302
270	0.6991860576
271	0.6990826328
272	0.6989829226
273	0.6983812241
274	0.6973740686
275	0.696525705
276	0.6957050148
277	0.6954010005
278	0.694521711
279	0.6937557328
280	0.6931920187
281	0.6924757043
282	0.6922329265
283	0.6920493962
284	0.6917316532
285	0.6911877083
286	0.6905153194
287	0.6903847776
288	0.6897329961
289	0.6893226539
290	0.6891299427
291	0.6883641665
292	0.6875625118
293	0.6873850727
294	0.6864775622
295	0.6862675257
296	0.6854608788
297	0.6853978833
298	0.6853067558
299	0.6851070875
300	0.6843859492
301	0.6840183013
302	0.6835157534
303	0.6829104212
304	0.6824576096
305	0.681575452
306	0.6809974821
307	0.6805412662
308	0.680176288
309	0.6800864321
310	0.6796114401
311	0.679180033
312	0.6787375467
313	0.6786709614
314	0.6783773452
315	0.6777301213
316	0.6776888937
317	0.6772860745
318	0.6769308567
319	0.6765564749
320	0.6764080849
321	0.6759596314
322	0.6759220306
323	0.6755976771
324	0.6753677947
325	0.6751192623
326	0.6745828402
327	0.6741969981
328	0.6737935148
329	0.6736313025
330	0.6734417017
331	0.6729909044
332	0.6727118085
333	0.6723740809
334	0.6721736359
335	0.6719083277
336	0.6717720047
337	0.6714805251
338	0.6712040084
339	0.6711175232
340	0.6708298822
341	0.6706664716
342	0.6704666576
343	0.6699625758
344	0.6698479445
345	0.669746535
346	0.6693358624
347	0.6692667788
348	0.6690393694
349	0.668958812
350	0.6687616987
351	0.6686769573
352	0.6685273832
353	0.6683037753
354	0.6682129537
355	0.6679890384
356	0.6675448358
357	0.6672281612
358	0.6671437824
359	0.6670569019
360	0.6667955398
361	0.6665047599
362	0.6661988531
363	0.6660592684
364	0.6659800379
365	0.665843408
366	0.6657770334
367	0.6655939524
368	0.6653044623
369	0.6650998724
370	0.6648472049
371	0.6645234399
372	0.6644888333
373	0.6643895119
374	0.6642013939
375	0.6639850919
376	0.6637931957
377	0.6636408249
378	0.6634212642
379	0.6632636363
380	0.6632141682
381	0.6631306115
382	0.6629295177
383	0.6627862058
384	0.6626703791
385	0.6625010587
386	0.6623593458
387	0.6623151877
388	0.6622761182
389	0.6621309306
390	0.662065104
391	0.6619510624
392	0.6617762058
393	0.6616460906
394	0.6616123412
395	0.6615045167
396	0.6614802081
397	0.6614410822
398	0.6613788852
399	0.6612152028
400	0.6611833877
401	0.6610926541
402	0.6610086705
403	0.6608278235
404	0.6607410685
405	0.6605592991
406	0.6604609071
407	0.6603736229
408	0.6602596078
409	0.6602328822
410	0.6601550279
411	0.6600497042
412	0.6599656308
413	0.6598133949
414	0.6597768355
415	0.6596949131
416	0.6596061234
417	0.6595513091
418	0.659464781
419	0.6594203583
420	0.6593151874
421	0.6593005585
422	0.6592007913
423	0.6591386245
424	0.6590690762
425	0.6589582338
426	0.6588924649
427	0.6587678163
428	0.6586925318
429	0.658672851
430	0.6586332325
431	0.6585922341
432	0.6585566935
433	0.6584749273
434	0.6584050769
435	0.6583481789
436	0.6582915834
437	0.6582498827
438	0.6582255406
439	0.6581761745
440	0.6581677893
441	0.6581129556
442	0.6580879028
443	0.6580025933
444	0.6579566471
445	0.6578250592
446	0.6577912839
447	0.657723127
448	0.6577053461
449	0.6576113051
450	0.6575606851
451	0.6575113557
452	0.6574723557
453	0.6574314265
454	0.6574040524
455	0.6573621672
456	0.6573048575
457	0.6572141109
458	0.657151123
459	0.6571154173
460	0.6570708991
461	0.6570414837
462	0.6570118943
463	0.6569840976
464	0.6569784999
465	0.6569364753
466	0.6568893791
467	0.6568401998
468	0.6567935892
469	0.6567528292
470	0.6566790185
471	0.6566562286
472	0.656627331
473	0.656623655
474	0.6565963447
475	0.656582305
476	0.6565430868
477	0.6565123781
478	0.6564795167
479	0.6564521013
480	0.6564473562
481	0.6564466053
482	0.6564062474
483	0.6563850093
484	0.656325765
485	0.6562919793
486	0.6562619913
487	0.6562383077
488	0.6562054342
489	0.6561845992
490	0.6561589301
491	0.6561335762
492	0.656093309
493	0.6560906598
494	0.6560703487
495	0.6560524491
496	0.6560499467
497	0.6559833694
498	0.6559638828
499	0.6559320267
