iter	RMSE
177	2.029120111
178	2.021134385
179	2.012226905
180	2.006281619
181	2.001140786
182	1.993130687
183	1.988573751
184	1.983103987
185	1.980851616
186	1.972108556
187	1.964883959
188	1.957498636
189	1.952645126
190	1.948242374
191	1.942995832
192	1.937039329
193	1.934021287
194	1.927920614
195	1.920640629
196	1.914789024
197	1.908387642
198	1.904865327
199	1.903049746
200	1.896638383
201	1.887409902
202	1.88059362
203	1.876283988
204	1.865423824
205	1.859673428
206	1.854170961
207	1.846187086
208	1.836785104
209	1.829527511
210	1.824351231
211	1.820070061
212	1.815199165
213	1.813208078
214	1.805594231
215	1.80203517
216	1.797647793
217	1.792251298
218	1.788510871
219	1.7832101
220	1.776081394
221	1.773212763
222	1.771052798
223	1.767087495
224	1.764452668
225	1.759585889
226	1.755583581
227	1.74874012
228	1.742667057
229	1.737745636
230	1.731880087
231	1.725055883
232	1.718138501
233	1.71124817
234	1.706173034
235	1.701481182
236	1.697072741
237	1.692569501
238	1.689279066
239	1.686738776
240	1.684416143
241	1.681409381
242	1.677239831
243	1.674765044
244	1.672590015
245	1.670358194
246	1.667300067
247	1.664557537
248	1.662450649
249	1.656645914
250	1.651364487
251	1.645129049
252	1.643109818
253	1.64037281
254	1.638809681
255	1.633556801
256	1.628226878
257	1.623320269
258	1.619756299
259	1.616147727
260	1.614366382
261	1.609376919
262	1.604882327
263	1.600907951
264	1.599249376
265	1.596318486
266	1.591531727
267	1.588990695
268	1.584364734
269	1.581916216
270	1.580429895
271	1.573878057
272	1.571410641
273	1.569854815
274	1.567476817
275	1.563733207
276	1.559437871
277	1.555392415
278	1.551376847
279	1.545359399
280	1.543927998
281	1.540071364
282	1.537115504
283	1.534080551
284	1.530911694
285	1.526675343
286	1.523778066
287	1.521281786
288	1.518798868
289	1.516652108
290	1.513765238
291	1.509874017
292	1.505700458
293	1.504222385
294	1.500466456
295	1.496704504
296	1.493293573
297	1.490989752
298	1.487866147
299	1.484096373
300	1.477932824
301	1.474728302
302	1.471361331
303	1.466358242
304	1.463329573
305	1.461001392
306	1.459530122
307	1.455809236
308	1.453083021
309	1.449382282
310	1.445736096
311	1.441268591
312	1.43659239
313	1.431958109
314	1.429368417
315	1.425275336
316	1.421094166
317	1.418337997
318	1.417293
319	1.414499292
320	1.410498091
321	1.406485972
322	1.403431394
323	1.399256907
324	1.397376011
325	1.392942278
326	1.388519396
327	1.386484064
328	1.380350045
329	1.378115066
330	1.375911894
331	1.374454807
332	1.373589074
333	1.372153922
334	1.369661077
335	1.367774461
336	1.365069319
337	1.362796664
338	1.357155475
339	1.353633461
340	1.35132315
341	1.348909802
342	1.347542711
343	1.343756724
344	1.341814642
345	1.340382241
346	1.337291355
347	1.333756594
348	1.331708332
349	1.327509388
350	1.32512547
351	1.32367857
352	1.322091378
353	1.318473631
354	1.31604424
355	1.311355645
356	1.309988583
357	1.309132103
358	1.30781197
359	1.305887303
360	1.304691833
361	1.302449966
362	1.301087853
363	1.300365711
364	1.296852313
365	1.292536137
366	1.29132341
367	1.290623735
368	1.28840531
369	1.285215046
370	1.283618029
371	1.281314343
372	1.28072413
373	1.27918646
374	1.275255875
375	1.271675766
376	1.268109638
377	1.265514368
378	1.262757783
379	1.260198036
380	1.258232356
381	1.256398001
382	1.253401867
383	1.24959522
384	1.245832008
385	1.243091553
386	1.241974031
387	1.237790235
388	1.234475675
389	1.231383651
390	1.229026723
391	1.228218981
392	1.226258678
393	1.224989455
394	1.221027858
395	1.217987709
396	1.215411551
397	1.212585963
398	1.208652752
399	1.205706856
400	1.203209974
401	1.200591369
402	1.199988056
403	1.19731008
404	1.196084232
405	1.193336463
406	1.190767221
407	1.190053328
408	1.188709541
409	1.187236903
410	1.185080636
411	1.18266455
412	1.180821156
413	1.17852133
414	1.175474878
415	1.173106126
416	1.172435057
417	1.169589941
418	1.168704845
419	1.165895576
420	1.164990759
421	1.16315521
422	1.160107105
423	1.159841647
424	1.158618135
425	1.156005605
426	1.152921506
427	1.151392294
428	1.148083497
429	1.145526498
430	1.14376697
431	1.141677792
432	1.140253391
433	1.1390557
434	1.136846176
435	1.134098815
436	1.133501096
437	1.130821297
438	1.128303784
439	1.125565736
440	1.122868974
441	1.120263614
442	1.118801538
443	1.116693505
444	1.116238804
445	1.114101763
446	1.112229957
447	1.109633855
448	1.108950721
449	1.106908923
450	1.104316355
451	1.101507537
452	1.099612787
453	1.098305037
454	1.095660579
455	1.093554933
456	1.091705872
457	1.08996883
458	1.087484817
459	1.087002231
460	1.085288759
461	1.083433184
462	1.082557812
463	1.08016728
464	1.079494387
465	1.077075233
466	1.074859801
467	1.072983444
468	1.071217479
469	1.069483675
470	1.068408005
471	1.067153341
472	1.06628248
473	1.066006802
474	1.063780218
475	1.061204845
476	1.059808963
477	1.057948947
478	1.056542236
479	1.055126328
480	1.054404219
481	1.054060963
482	1.053407145
483	1.051381273
484	1.050117746
485	1.049550266
486	1.047264285
487	1.046089222
488	1.044479682
489	1.042154591
490	1.040350415
491	1.038205035
492	1.037260952
493	1.03558256
494	1.034575629
495	1.032742352
496	1.0309235
497	1.028851208
498	1.027297807
499	1.025664038
500	1.023440778
501	1.022759728
502	1.021014265
503	1.020558351
504	1.018576027
505	1.017745644
506	1.01603085
507	1.013873785
508	1.013408428
509	1.011607019
510	1.010193088
511	1.009787304
512	1.00943927
513	1.008544568
514	1.006984582
515	1.006250925
516	1.004219117
517	1.002331939
518	1.000084654
519	0.9983709694
520	0.9965278008
521	0.9946402635
522	0.9932672878
523	0.9928702572
524	0.9916741731
525	0.9893103093
526	0.9888890802
527	0.9874881615
528	0.9871950788
529	0.986087518
530	0.9844443208
531	0.9826594069
532	0.9806979124
533	0.9796893053
534	0.9793160123
535	0.9787007157
536	0.9779622724
537	0.9762605081
538	0.9744948682
539	0.9729671838
540	0.9706727852
541	0.969028871
542	0.968570261
543	0.9670403337
544	0.9667619865
545	0.9652070816
546	0.9649499905
547	0.9633490318
548	0.9622567783
549	0.9614310176
550	0.96095881
551	0.9595639272
552	0.9577487763
553	0.9566464024
554	0.9556241158
555	0.9549300761
556	0.9534379023
557	0.9526739374
558	0.9515700114
559	0.9513458968
560	0.9497826884
561	0.9490285567
562	0.9486846117
563	0.9485351831
564	0.9472256326
565	0.9459104976
566	0.9452678948
567	0.9442747286
568	0.9428117552
569	0.9418774399
570	0.9403543263
571	0.9401862707
572	0.9394920911
573	0.9390917321
574	0.9388413287
575	0.9377615337
576	0.9366675819
577	0.9347751356
578	0.9340710089
579	0.9333057532
580	0.9324525546
581	0.9311304815
582	0.9299257377
583	0.9296043955
584	0.9282573701
585	0.9279144614
586	0.9277692102
587	0.9264580812
588	0.9255525407
589	0.9249450059
590	0.9234701712
591	0.9223069662
592	0.9209250641
593	0.9197054036
594	0.9194785921
595	0.9183142935
596	0.9172342491
597	0.9158546034
598	0.9145173487
599	0.9136120448
600	0.9133303444
601	0.9115971583
602	0.9113790111
603	0.910147957
604	0.9090899649
605	0.9079019514
606	0.906013912
607	0.9049480713
608	0.9039176299
609	0.9029175452
610	0.9019375195
611	0.900757816
612	0.9001575427
613	0.8989994071
614	0.8982255211
615	0.8980299644
616	0.89706467
617	0.8963086562
618	0.895296454
619	0.8949630676
620	0.8941403745
621	0.8930959736
622	0.8918305465
623	0.8912295658
624	0.8903194604
625	0.8899224863
626	0.8888638325
627	0.8886471616
628	0.8879358695
629	0.8877604504
630	0.8866496976
631	0.8861466099
632	0.8860343302
633	0.8856319425
634	0.8847249813
635	0.8838840752
636	0.882381506
637	0.8813488079
638	0.8808264898
639	0.8792080369
640	0.877809696
641	0.8768529981
642	0.8759559052
643	0.8755667654
644	0.8750162007
645	0.8741260675
646	0.8739855886
647	0.8729903154
648	0.8719289063
649	0.8708921236
650	0.8698354154
651	0.8689941975
652	0.8676847431
653	0.867216685
654	0.8663149248
655	0.8654729976
656	0.8650520923
657	0.8640397798
658	0.8632414052
659	0.8616968222
660	0.8608829715
661	0.8590682521
662	0.8583028065
663	0.8568219819
664	0.8561927857
665	0.8560613706
666	0.8555013229
667	0.8545540366
668	0.8535301635
669	0.8526310828
670	0.8519176871
671	0.85108081
672	0.8505229164
673	0.8491759251
674	0.8482036113
675	0.8466064965
676	0.8462709274
677	0.8450910822
678	0.8441220665
679	0.8432272547
680	0.8425147362
681	0.8417554114
682	0.8399720003
683	0.8396390483
684	0.8387049033
685	0.8381277676
686	0.8379794277
687	0.8373321835
688	0.8357473001
689	0.8351642553
690	0.83369201
691	0.8326887536
692	0.832540912
693	0.8320741085
694	0.83194841
695	0.8307005333
696	0.8299455704
697	0.8298336647
698	0.8297213724
699	0.8290448285
700	0.8275602348
701	0.8271708513
702	0.8256601567
703	0.8255414429
704	0.8248702041
705	0.8242568769
706	0.8235024281
707	0.822726009
708	0.8226177782
709	0.8220724297
710	0.8216078816
711	0.8209172426
712	0.8201287762
713	0.8195613021
714	0.818811676
715	0.8176843146
716	0.817343294
717	0.8164267732
718	0.8156796242
719	0.8149779269
720	0.8146804382
721	0.8140373812
722	0.813597922
723	0.8132133511
724	0.8131339881
725	0.8125282597
726	0.8114839864
727	0.8109494759
728	0.8105847909
729	0.8105104122
730	0.8097844892
731	0.8096927303
732	0.8087219081
733	0.8082470692
734	0.8074776738
735	0.8070042847
736	0.8063335815
737	0.8050582191
738	0.804770907
739	0.8042679282
740	0.8038157754
741	0.8036733543
742	0.8036073859
743	0.8034562462
744	0.8026440412
745	0.8022913424
746	0.801970076
747	0.8016485403
748	0.8013250306
749	0.8008928104
750	0.8003884604
751	0.8002956485
752	0.7994483574
753	0.7986941571
754	0.798112481
755	0.7972324695
756	0.7964123549
757	0.7963532169
758	0.7961268948
759	0.7958724766
760	0.7957918155
761	0.7955422013
762	0.7953069141
763	0.7952240043
764	0.7950192416
765	0.7944752764
766	0.793741364
767	0.793498803
768	0.7931811619
769	0.7924631301
770	0.7917160695
771	0.7907927825
772	0.7902202183
773	0.7892626813
774	0.7888938844
775	0.7886557446
776	0.787745644
777	0.7871588476
778	0.7867738163
779	0.7863522359
780	0.7857458122
781	0.7848872945
782	0.7846752023
783	0.7843857421
784	0.7839985033
785	0.7833744806
786	0.7828884255
787	0.7827830323
788	0.7820164472
789	0.7813375141
790	0.7808387035
791	0.780418173
792	0.780316794
793	0.7797913597
794	0.7796152187
795	0.7794050278
796	0.7792438651
797	0.7785024793
798	0.7783482908
799	0.7778176463
800	0.7775089328
801	0.7763374605
802	0.7758273529
803	0.7756852227
804	0.7752975324
805	0.7745435255
806	0.7743765015
807	0.7735537967
808	0.7731789695
809	0.7725398076
810	0.7720952373
811	0.7719294525
812	0.7708355835
813	0.7700152032
814	0.7698461091
815	0.7688050642
816	0.7686218127
817	0.7680597674
818	0.7677002954
819	0.767011497
820	0.7669339715
821	0.7668115089
822	0.7666706637
823	0.7663337763
824	0.7661118007
825	0.7657094026
826	0.7650649345
827	0.7647913489
828	0.7641957044
829	0.7639038042
830	0.7635853072
831	0.7630527409
832	0.7623058293
833	0.7618371307
834	0.761240893
835	0.7610394461
836	0.76097083
837	0.7607884932
838	0.7606148048
839	0.7605394484
840	0.7600075466
841	0.7591266146
842	0.7582006675
843	0.7580856407
844	0.7576541926
845	0.7571698764
846	0.7562778668
847	0.7557571752
848	0.7550231672
849	0.7545406846
850	0.7541034972
851	0.7532614203
852	0.7532067107
853	0.7528266602
854	0.7524570308
855	0.7524132144
856	0.7519019554
857	0.7515566853
858	0.7508807307
859	0.750475537
860	0.7499322088
861	0.7497009383
862	0.7495757121
863	0.7493318522
864	0.749149234
865	0.7489792444
866	0.7489148685
867	0.7488029488
868	0.7480980868
869	0.7477353083
870	0.7473035543
871	0.7465259173
872	0.7463888868
873	0.7459096592
874	0.7457800208
875	0.7455397489
876	0.7453845164
877	0.7453233255
878	0.745132086
879	0.7447906283
880	0.7447348804
881	0.7444008843
882	0.7439711262
883	0.7436135304
884	0.7429571304
885	0.7426312678
886	0.7419203726
887	0.741671018
888	0.7412170191
889	0.7407344612
890	0.7406041557
891	0.7401516695
892	0.7398319756
893	0.7397648076
894	0.7394266533
895	0.7391853742
896	0.7388528493
897	0.738713486
898	0.7385900094
899	0.7381208983
900	0.7378399643
901	0.7371912667
902	0.7368965213
903	0.736643904
904	0.7365091183
905	0.7362214757
906	0.7358229404
907	0.735728601
908	0.734962758
909	0.734524918
910	0.7344480389
911	0.7340801483
912	0.7337392026
913	0.7334628925
914	0.7328401599
915	0.7326869139
916	0.7323014446
917	0.7321808041
918	0.7315023461
919	0.7308406578
920	0.7304576654
921	0.7302307951
922	0.7297443514
923	0.729288672
924	0.7291672762
925	0.7288826667
926	0.7281923874
927	0.7281375329
928	0.7277419781
929	0.7270982626
930	0.7265920533
931	0.7263815007
932	0.7262617662
933	0.7262216352
934	0.7259511632
935	0.7259347386
936	0.7258772151
937	0.7256897515
938	0.7256466199
939	0.7253830712
940	0.7250151951
941	0.724846411
942	0.7246553652
943	0.7243338244
944	0.7239947621
945	0.7237538294
946	0.7232476573
947	0.7226927046
948	0.7220997873
949	0.7217725543
950	0.7216525556
951	0.7215647238
952	0.7215338038
953	0.7211707359
954	0.7208531064
955	0.7204800053
956	0.720290543
957	0.7197964656
958	0.7196279183
959	0.7194453634
960	0.7193308476
961	0.7192317571
962	0.718952952
963	0.7185965443
964	0.7185046194
965	0.7184068582
966	0.7183181854
967	0.7182803874
968	0.7180994124
969	0.717865087
970	0.7177152181
971	0.717237145
972	0.7168726016
973	0.716772722
974	0.7165218107
975	0.716471724
976	0.7164252006
977	0.7158882623
978	0.7157284432
979	0.7157030842
980	0.7155505494
981	0.715348779
982	0.7152500305
983	0.7151160931
984	0.7150005704
985	0.714581177
986	0.7145317886
987	0.7141084927
988	0.7140978126
989	0.7138775175
990	0.7136830128
991	0.7133922308
992	0.7132055051
993	0.7127054164
994	0.7126250051
995	0.7121215593
996	0.7120873586
997	0.7120015761
998	0.7118434971
999	0.7115926561
